id_order_line,id_order,date_opended,date_created,m_quantity,m_unit_price,m_unit_price_exc_vat,m_total_price_inc_vat,m_total_price_exc_vat,m_tax_percent,m_discount_amount,dim_type,dim_category,dim_name,dim_status,dim_category_translated,dim_name_translated
156908457,34729488,2018-07-10 11:30:54,2018-07-10 11:35:58,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,BUCKWHEAT WRAP,NYC
164333286,36558297,2018-07-26 12:09:37,2018-07-26 12:15:39,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,BUCKWHEAT WRAP,NYC
161049350,35772142,2018-07-19 11:06:29,2018-07-19 11:07:04,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,BUCKWHEAT WRAP,NYC
115736913,24260383,2018-03-24 18:29:19,2018-03-24 18:29:19,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
221797312,50855750,2018-11-30 20:38:22,2018-11-30 20:38:22,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
469192983,107218807,2019-12-07 20:00:58,2019-12-07 20:00:58,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
14822110,3457889,2016-10-25 11:02:58,2016-10-25 11:02:58,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
91071980,18380671,2017-12-27 19:29:56,2017-12-27 19:29:56,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
267672920,62461849,2019-03-06 18:26:40,2019-03-06 18:26:40,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
100200535,20539100,2018-02-02 18:40:04,2018-02-02 18:40:04,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
78424049,15651833,2017-11-02 19:04:43,2017-11-02 19:04:43,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
308416223,72565582,2019-05-15 11:07:20,2019-05-15 11:07:20,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
71586888,14346111,2017-10-06 19:48:53,2017-10-06 19:48:53,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
230809261,53141601,2018-12-19 20:02:54,2018-12-19 20:02:54,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
51804594,11127519,2017-07-21 19:45:34,2017-07-21 19:45:34,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
72126353,14474244,2017-10-09 18:49:48,2017-10-09 18:49:48,1,0,0,0,0,0.1,0,OPTION,CUISSONS,Bleu,IN_PROGRESS,cooking,Blue
512153413,113430251,2020-01-17 18:23:00,2020-01-17 18:23:00,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
306553431,72081760,2019-05-11 18:32:36,2019-05-11 18:32:36,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
561377156,123170102,2020-03-12 12:40:28,2020-03-12 12:40:28,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,Cooking,Blue
280873043,65797994,2019-03-29 20:40:12,2019-03-29 20:40:12,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
177838454,39707405,2018-08-28 19:30:35,2018-08-28 19:30:35,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
36033366,7840400,2017-04-28 11:47:57,2017-04-28 11:47:57,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
375705164,88603120,2019-08-22 18:07:38,2019-08-22 18:07:38,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
16220382,3773334,2016-11-11 20:37:16,2016-11-11 20:37:16,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
269701182,62960141,2019-03-09 20:35:47,2019-03-09 20:35:47,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
256719192,59721343,2019-02-14 19:30:32,2019-02-14 19:30:32,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,Cooking,Blue
544495783,119485829,2020-02-20 19:37:56,2020-02-20 19:37:56,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
107028134,22106154,2018-02-24 20:12:44,2018-02-24 20:12:44,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
146638547,32111437,2018-06-16 19:34:16,2018-06-16 19:34:16,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
256137767,59533987,2019-02-13 20:24:01,2019-02-13 20:24:01,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,cooking,Blue
248466101,57618237,2019-01-29 18:56:59,2019-01-29 18:56:59,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,WAITING,Cooking,Blue
332976561,78609425,2019-06-21 18:57:00,2019-06-21 18:57:00,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,SCENT,BLACKBERRY
193486194,43568970,2018-09-29 20:43:20,2018-09-29 20:43:20,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,SCENT,BLACKBERRY
235015072,54176646,2018-12-30 11:39:05,2018-12-30 11:39:05,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,SCENT,BLACKBERRY
258182055,60076416,2019-02-16 20:21:33,2019-02-16 20:21:33,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,SCENT,BLACKBERRY
6497403,1559647,2016-06-13 18:36:04,2016-06-13 18:38:15,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,"Menu 25,00",Naan
217172555,49654311,2018-11-20 19:02:21,2018-11-20 19:03:42,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,"Menu 25,00",Naan
16205896,3770741,2016-11-11 18:50:17,2016-11-11 18:50:24,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,"Menu 25,00",Naan
5309009,1281197,2016-05-16 17:32:14,2016-05-16 17:32:53,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,"Menu 25,00",Naan
379619914,89522791,2019-08-28 18:08:42,2019-08-28 18:08:59,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,"Menu 25,00",Naan
196496970,44354196,2018-10-06 12:36:24,2018-10-06 12:42:24,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
206442235,46920108,2018-10-27 11:14:29,2018-10-27 11:14:33,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
222107522,50933203,2018-12-01 13:06:18,2018-12-01 13:11:25,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,BRUNCH,Egg
193059491,43475157,2018-09-29 10:55:26,2018-09-29 11:00:05,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
196528530,44361315,2018-10-06 13:28:42,2018-10-06 13:28:45,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
189804759,42637385,2018-09-22 10:21:55,2018-09-22 10:33:12,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
193043330,43471838,2018-09-29 10:37:52,2018-09-29 10:44:25,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
228841852,52645501,2018-12-15 13:58:56,2018-12-15 14:01:21,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,BRUNCH,Egg
196432033,44341318,2018-10-06 11:18:53,2018-10-06 11:32:23,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
203040326,46054410,2018-10-20 10:28:06,2018-10-20 10:28:09,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
206410964,46913386,2018-10-27 10:27:57,2018-10-27 10:36:43,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
212658909,48482987,2018-11-10 13:06:03,2018-11-10 13:12:46,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
209513132,47669491,2018-11-03 12:23:05,2018-11-03 12:23:32,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
168344853,37513270,2018-08-04 11:33:35,2018-08-04 11:38:19,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
193093615,43481918,2018-09-29 11:31:03,2018-09-29 11:33:55,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
218834135,50091539,2018-11-24 11:08:49,2018-11-24 11:17:30,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
168403708,37525296,2018-08-04 13:43:59,2018-08-04 13:44:01,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,BRUNCH,Egg
199793255,45212114,2018-10-13 12:19:03,2018-10-13 12:21:39,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,BRUNCH,Egg
215793480,49300990,2018-11-17 12:09:57,2018-11-17 12:10:25,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
206548771,46941809,2018-10-27 13:33:43,2018-10-27 13:37:19,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,BRUNCH,Egg
196382288,44330486,2018-10-06 10:09:38,2018-10-06 10:41:17,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
193067182,43476475,2018-09-29 11:00:19,2018-09-29 11:07:08,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
225471546,51789168,2018-12-08 12:45:37,2018-12-08 12:45:59,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
218883831,50102899,2018-11-24 12:14:23,2018-11-24 12:17:23,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,BRUNCH,Egg
223577457,51291029,2018-12-04 20:14:41,2018-12-04 20:14:41,1,0,0,0,0,0.2,0,OPTION,PARFUM,PAAN,WAITING,SCENT,PAAN
279156954,65362278,2019-03-27 11:43:31,2019-03-27 11:43:42,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
345348883,81580993,2019-07-09 10:46:07,2019-07-09 10:46:15,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
239137785,55234463,2019-01-10 11:16:16,2019-01-10 11:30:08,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
275684609,64491425,2019-03-21 11:34:19,2019-03-21 11:34:49,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
351338708,82980925,2019-07-17 10:36:46,2019-07-17 10:36:51,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
340962310,80535478,2019-07-03 11:09:09,2019-07-03 11:09:28,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
268042232,62554427,2019-03-07 12:27:16,2019-03-07 12:29:27,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
286677811,67219680,2019-04-08 11:53:14,2019-04-08 11:53:35,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
286668107,67217539,2019-04-08 11:41:50,2019-04-08 11:43:58,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
350634980,82812235,2019-07-16 10:54:56,2019-07-16 10:55:10,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,WAITING,CAFE / THE,TEA
329787285,77804285,2019-06-17 10:44:04,2019-06-17 10:44:25,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,CAFE / THE,TEA
6629824,1591001,2016-06-16 12:08:57,2016-06-16 12:09:35,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
4644156,1109270,2016-04-24 19:49:29,2016-04-24 20:01:33,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
73000970,14681523,2017-10-13 18:43:01,2017-10-13 18:43:15,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
31279042,6770718,2017-03-24 18:20:14,2017-03-24 18:47:35,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
35687032,7752610,2017-04-25 18:55:44,2017-04-25 18:58:25,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
71696885,14370399,2017-10-07 11:36:54,2017-10-07 11:37:49,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
31899254,6919486,2017-03-29 20:54:28,2017-03-29 20:54:45,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
9993741,2458373,2016-08-24 20:11:44,2016-08-24 20:11:50,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
28888058,6170011,2017-03-03 20:25:27,2017-03-03 20:25:41,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
33986904,7327032,2017-04-11 20:02:42,2017-04-11 20:30:04,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
9093568,2230788,2016-08-02 18:26:59,2016-08-02 18:29:19,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
18887606,4357265,2016-12-10 21:10:34,2016-12-10 21:13:29,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
71777888,14392250,2017-10-07 17:11:33,2017-10-07 17:14:41,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
74840192,15097180,2017-10-21 21:53:18,2017-10-21 22:30:04,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
64025269,12640929,2017-08-30 19:47:20,2017-08-30 20:00:11,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
9813860,2413844,2016-08-20 11:44:20,2016-08-20 11:49:22,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
61749878,12434743,2017-08-25 17:48:33,2017-08-25 18:00:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
12499147,3055712,2016-10-02 17:20:17,2016-10-02 18:19:36,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
9703185,2386288,2016-08-17 12:52:11,2016-08-17 17:15:15,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
9137915,2241777,2016-08-03 18:30:46,2016-08-03 18:30:57,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
74963295,15126632,2017-10-22 18:28:48,2017-10-22 18:39:51,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
46684409,10298950,2017-07-02 19:41:52,2017-07-02 19:47:07,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
34042263,7347432,2017-04-12 11:25:57,2017-04-12 11:27:03,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
33766361,7276087,2017-04-09 18:47:13,2017-04-09 18:48:31,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
9019857,2211495,2016-07-31 20:08:26,2016-07-31 20:08:30,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
38394606,8420971,2017-05-16 19:52:05,2017-05-16 19:54:18,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
83585191,16710827,2017-11-24 11:27:00,2017-11-24 12:06:58,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
26180827,5539319,2017-02-06 21:02:07,2017-02-06 21:02:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
13332848,3244421,2016-10-13 11:43:08,2016-10-13 11:46:07,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
84063954,16801760,2017-11-25 22:08:02,2017-11-25 22:08:24,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
30380548,6544230,2017-03-17 11:32:21,2017-03-17 11:33:15,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
46684420,10298950,2017-07-02 19:42:07,2017-07-02 19:47:07,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
5834199,1411363,2016-05-30 19:51:49,2016-05-30 19:54:49,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
48929228,10622039,2017-07-09 19:10:23,2017-07-09 19:10:35,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
40995519,9122131,2017-06-03 10:44:23,2017-06-03 12:03:21,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
48259300,10526508,2017-07-07 18:00:33,2017-07-07 18:05:42,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
16185698,3765496,2016-11-11 13:49:11,2016-11-11 13:56:45,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
35699980,7754261,2017-04-25 20:27:18,2017-04-25 20:27:29,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
78631808,15688860,2017-11-03 12:56:24,2017-11-03 12:59:04,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
28434621,6056910,2017-02-27 19:51:49,2017-02-27 19:51:59,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
29185846,6240220,2017-03-06 20:45:59,2017-03-06 20:47:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,Drinks,Tea
34468679,7451441,2017-04-15 11:26:07,2017-04-15 11:37:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
52037505,11177610,2017-07-22 19:34:09,2017-07-22 19:35:53,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
32893182,7107351,2017-04-04 19:24:10,2017-04-04 19:29:13,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
31105827,6722273,2017-03-23 12:30:57,2017-03-23 12:44:41,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
72745315,14622948,2017-10-12 20:01:39,2017-10-12 20:04:23,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
33221729,7156983,2017-04-06 11:43:30,2017-04-06 11:52:00,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
52166891,11199108,2017-07-23 12:40:17,2017-07-23 12:40:25,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
37219456,8125509,2017-05-07 12:59:37,2017-05-07 13:11:21,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
15280422,3551801,2016-10-29 19:24:32,2016-10-29 19:24:38,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,Hot drinks,Tea
