id_order_line,id_order,date_opended,date_created,m_quantity,m_unit_price,m_unit_price_exc_vat,m_total_price_inc_vat,m_total_price_exc_vat,m_tax_percent,m_discount_amount,dim_type,dim_category,dim_name,dim_status,dim_feature_type,dim_unit_measure,dim_unit_measure_display,dim_category_translated,dim_name_translated
161548516,35893365,20/07/2018 10:45:47,20/07/2018 10:47:30,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,,,,BUCKWHEAT WRAP,NYC
76354952,15346325,27/10/2017 11:08:52,27/10/2017 11:10:07,1,0,0,0,0,0.1,0,PRODUCT,BREIZH'N'ROLL,NYC,IN_PROGRESS,,,,BREIZH&#39;N&#39;ROLL,NYC
141945156,30880733,05/06/2018 11:28:25,05/06/2018 11:29:14,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,,,,BUCKWHEAT WRAP,NYC
115181761,24122277,23/03/2018 12:03:09,23/03/2018 12:04:22,1,0,0,0,0,0.1,0,PRODUCT,BREIZH'N'ROLL,NYC,IN_PROGRESS,,,,BREIZH&#39;N&#39;ROLL,NYC
156908457,34729488,10/07/2018 11:30:54,10/07/2018 11:35:58,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,,,,BUCKWHEAT WRAP,NYC
164333286,36558297,26/07/2018 12:09:37,26/07/2018 12:15:39,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,,,,BUCKWHEAT WRAP,NYC
161049350,35772142,19/07/2018 11:06:29,19/07/2018 11:07:04,1,0,0,0,0,0.1,0,PRODUCT,WRAP DE SARRASIN,NYC,IN_PROGRESS,,,,BUCKWHEAT WRAP,NYC
115736913,24260383,24/03/2018 18:29:19,24/03/2018 18:29:19,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
221797312,50855750,30/11/2018 20:38:22,30/11/2018 20:38:22,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
469192983,107218807,07/12/2019 20:00:58,07/12/2019 20:00:58,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
14822110,3457889,25/10/2016 11:02:58,25/10/2016 11:02:58,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
91071980,18380671,27/12/2017 19:29:56,27/12/2017 19:29:56,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
267672920,62461849,06/03/2019 18:26:40,06/03/2019 18:26:40,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
100200535,20539100,02/02/2018 18:40:04,02/02/2018 18:40:04,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
78424049,15651833,02/11/2017 19:04:43,02/11/2017 19:04:43,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
308416223,72565582,15/05/2019 11:07:20,15/05/2019 11:07:20,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
71586888,14346111,06/10/2017 19:48:53,06/10/2017 19:48:53,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
230809261,53141601,19/12/2018 20:02:54,19/12/2018 20:02:54,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
51804594,11127519,21/07/2017 19:45:34,21/07/2017 19:45:34,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
72126353,14474244,09/10/2017 18:49:48,09/10/2017 18:49:48,1,0,0,0,0,0.1,0,OPTION,CUISSONS,Bleu,IN_PROGRESS,,,,COOKINGS,Blue
512153413,113430251,17/01/2020 18:23:00,17/01/2020 18:23:00,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
306553431,72081760,11/05/2019 18:32:36,11/05/2019 18:32:36,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
561377156,123170102,12/03/2020 12:40:28,12/03/2020 12:40:28,1,0,0,0,0,0.1,0,OPTION,Cuisson,Bleu,IN_PROGRESS,,,,Cooking,Blue
280873043,65797994,29/03/2019 20:40:12,29/03/2019 20:40:12,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
177838454,39707405,28/08/2018 19:30:35,28/08/2018 19:30:35,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
36033366,7840400,28/04/2017 11:47:57,28/04/2017 11:47:57,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
375705164,88603120,22/08/2019 18:07:38,22/08/2019 18:07:38,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
16220382,3773334,11/11/2016 20:37:16,11/11/2016 20:37:16,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
269701182,62960141,09/03/2019 20:35:47,09/03/2019 20:35:47,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
256719192,59721343,14/02/2019 19:30:32,14/02/2019 19:30:32,1,0,0,0,0,0.1,0,OPTION,Cuisson,Bleu,IN_PROGRESS,,,,Cooking,Blue
544495783,119485829,20/02/2020 19:37:56,20/02/2020 19:37:56,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
107028134,22106154,24/02/2018 20:12:44,24/02/2018 20:12:44,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
146638547,32111437,16/06/2018 19:34:16,16/06/2018 19:34:16,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
256137767,59533987,13/02/2019 20:24:01,13/02/2019 20:24:01,1,0,0,0,0,0.1,0,OPTION,Cuissons,Bleu,IN_PROGRESS,,,,cooking,Blue
248466101,57618237,29/01/2019 18:56:59,29/01/2019 18:56:59,1,0,0,0,0,0.1,0,OPTION,Cuisson,Bleu,WAITING,,,,Cooking,Blue
332976561,78609425,21/06/2019 18:57:00,21/06/2019 18:57:00,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,,,,SCENT,BLACKBERRY
193486194,43568970,29/09/2018 20:43:20,29/09/2018 20:43:20,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,,,,SCENT,BLACKBERRY
235015072,54176646,30/12/2018 11:39:05,30/12/2018 11:39:05,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,,,,SCENT,BLACKBERRY
258182055,60076416,16/02/2019 20:21:33,16/02/2019 20:21:33,1,0,0,0,0,0.1,0,OPTION,PARFUM,MURE,WAITING,,,,SCENT,BLACKBERRY
6497403,1559647,13/06/2016 18:36:04,13/06/2016 18:38:15,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,,,,"Menu 25,00",Naan
217172555,49654311,20/11/2018 19:02:21,20/11/2018 19:03:42,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,,,,"Menu 25,00",Naan
16205896,3770741,11/11/2016 18:50:17,11/11/2016 18:50:24,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,,,,"Menu 25,00",Naan
5309009,1281197,16/05/2016 17:32:14,16/05/2016 17:32:53,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,,,,"Menu 25,00",Naan
379619914,89522791,28/08/2019 18:08:42,28/08/2019 18:08:59,1,0,0,0,0,0.1,0,PRODUCT,"Menu 25,00",Naan,IN_PROGRESS,,,,"Menu 25,00",Naan
196496970,44354196,06/10/2018 12:36:24,06/10/2018 12:42:24,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
206442235,46920108,27/10/2018 11:14:29,27/10/2018 11:14:33,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
222107522,50933203,01/12/2018 13:06:18,01/12/2018 13:11:25,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,,,,BRUNCH,Egg
193059491,43475157,29/09/2018 10:55:26,29/09/2018 11:00:05,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
196528530,44361315,06/10/2018 13:28:42,06/10/2018 13:28:45,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
189804759,42637385,22/09/2018 10:21:55,22/09/2018 10:33:12,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
193043330,43471838,29/09/2018 10:37:52,29/09/2018 10:44:25,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
228841852,52645501,15/12/2018 13:58:56,15/12/2018 14:01:21,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,,,,BRUNCH,Egg
196432033,44341318,06/10/2018 11:18:53,06/10/2018 11:32:23,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
203040326,46054410,20/10/2018 10:28:06,20/10/2018 10:28:09,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
206410964,46913386,27/10/2018 10:27:57,27/10/2018 10:36:43,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
212658909,48482987,10/11/2018 13:06:03,10/11/2018 13:12:46,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
209513132,47669491,03/11/2018 12:23:05,03/11/2018 12:23:32,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
168344853,37513270,04/08/2018 11:33:35,04/08/2018 11:38:19,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
193093615,43481918,29/09/2018 11:31:03,29/09/2018 11:33:55,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
218834135,50091539,24/11/2018 11:08:49,24/11/2018 11:17:30,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
168403708,37525296,04/08/2018 13:43:59,04/08/2018 13:44:01,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,,,,BRUNCH,Egg
199793255,45212114,13/10/2018 12:19:03,13/10/2018 12:21:39,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,,,,BRUNCH,Egg
215793480,49300990,17/11/2018 12:09:57,17/11/2018 12:10:25,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
206548771,46941809,27/10/2018 13:33:43,27/10/2018 13:37:19,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,WAITING,,,,BRUNCH,Egg
196382288,44330486,06/10/2018 10:09:38,06/10/2018 10:41:17,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
193067182,43476475,29/09/2018 11:00:19,29/09/2018 11:07:08,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
225471546,51789168,08/12/2018 12:45:37,08/12/2018 12:45:59,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
218883831,50102899,24/11/2018 12:14:23,24/11/2018 12:17:23,1,0,0,0,0,0.1,0,PRODUCT,BRUNCH,Oeuf,IN_PROGRESS,,,,BRUNCH,Egg
223577457,51291029,04/12/2018 20:14:41,04/12/2018 20:14:41,1,0,0,0,0,0.2,0,OPTION,PARFUM,PAAN,WAITING,,,,SCENT,PAAN
279156954,65362278,27/03/2019 11:43:31,27/03/2019 11:43:42,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
345348883,81580993,09/07/2019 10:46:07,09/07/2019 10:46:15,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
239137785,55234463,10/01/2019 11:16:16,10/01/2019 11:30:08,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
275684609,64491425,21/03/2019 11:34:19,21/03/2019 11:34:49,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
351338708,82980925,17/07/2019 10:36:46,17/07/2019 10:36:51,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
340962310,80535478,03/07/2019 11:09:09,03/07/2019 11:09:28,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
268042232,62554427,07/03/2019 12:27:16,07/03/2019 12:29:27,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
286677811,67219680,08/04/2019 11:53:14,08/04/2019 11:53:35,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
286668107,67217539,08/04/2019 11:41:50,08/04/2019 11:43:58,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
350634980,82812235,16/07/2019 10:54:56,16/07/2019 10:55:10,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,WAITING,,,,CAFE / THE,TEA
329787285,77804285,17/06/2019 10:44:04,17/06/2019 10:44:25,1,0,0,0,0,0.055,0,PRODUCT,CAFE / THE,THÉ,IN_PROGRESS,,,,CAFE / THE,TEA
6629824,1591001,16/06/2016 12:08:57,16/06/2016 12:09:35,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
4644156,1109270,24/04/2016 19:49:29,24/04/2016 20:01:33,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
73000970,14681523,13/10/2017 18:43:01,13/10/2017 18:43:15,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
31279042,6770718,24/03/2017 18:20:14,24/03/2017 18:47:35,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
35687032,7752610,25/04/2017 18:55:44,25/04/2017 18:58:25,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
71696885,14370399,07/10/2017 11:36:54,07/10/2017 11:37:49,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
31899254,6919486,29/03/2017 20:54:28,29/03/2017 20:54:45,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
9993741,2458373,24/08/2016 20:11:44,24/08/2016 20:11:50,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
28888058,6170011,03/03/2017 20:25:27,03/03/2017 20:25:41,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
33986904,7327032,11/04/2017 20:02:42,11/04/2017 20:30:04,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
9093568,2230788,02/08/2016 18:26:59,02/08/2016 18:29:19,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
18887606,4357265,10/12/2016 21:10:34,10/12/2016 21:13:29,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
71777888,14392250,07/10/2017 17:11:33,07/10/2017 17:14:41,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
74840192,15097180,21/10/2017 21:53:18,21/10/2017 22:30:04,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
64025269,12640929,30/08/2017 19:47:20,30/08/2017 20:00:11,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
9813860,2413844,20/08/2016 11:44:20,20/08/2016 11:49:22,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
61749878,12434743,25/08/2017 17:48:33,25/08/2017 18:00:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
12499147,3055712,02/10/2016 17:20:17,02/10/2016 18:19:36,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
9703185,2386288,17/08/2016 12:52:11,17/08/2016 17:15:15,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
9137915,2241777,03/08/2016 18:30:46,03/08/2016 18:30:57,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
74963295,15126632,22/10/2017 18:28:48,22/10/2017 18:39:51,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
46684409,10298950,02/07/2017 19:41:52,02/07/2017 19:47:07,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
34042263,7347432,12/04/2017 11:25:57,12/04/2017 11:27:03,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
33766361,7276087,09/04/2017 18:47:13,09/04/2017 18:48:31,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
9019857,2211495,31/07/2016 20:08:26,31/07/2016 20:08:30,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
38394606,8420971,16/05/2017 19:52:05,16/05/2017 19:54:18,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
83585191,16710827,24/11/2017 11:27:00,24/11/2017 12:06:58,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
26180827,5539319,06/02/2017 21:02:07,06/02/2017 21:02:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
13332848,3244421,13/10/2016 11:43:08,13/10/2016 11:46:07,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
84063954,16801760,25/11/2017 22:08:02,25/11/2017 22:08:24,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
30380548,6544230,17/03/2017 11:32:21,17/03/2017 11:33:15,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
46684420,10298950,02/07/2017 19:42:07,02/07/2017 19:47:07,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
5834199,1411363,30/05/2016 19:51:49,30/05/2016 19:54:49,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
48929228,10622039,09/07/2017 19:10:23,09/07/2017 19:10:35,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
40995519,9122131,03/06/2017 10:44:23,03/06/2017 12:03:21,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
48259300,10526508,07/07/2017 18:00:33,07/07/2017 18:05:42,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
16185698,3765496,11/11/2016 13:49:11,11/11/2016 13:56:45,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
35699980,7754261,25/04/2017 20:27:18,25/04/2017 20:27:29,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
78631808,15688860,03/11/2017 12:56:24,03/11/2017 12:59:04,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
28434621,6056910,27/02/2017 19:51:49,27/02/2017 19:51:59,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
29185846,6240220,06/03/2017 20:45:59,06/03/2017 20:47:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons,Thé,IN_PROGRESS,,,,Drinks,Tea
34468679,7451441,15/04/2017 11:26:07,15/04/2017 11:37:10,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
52037505,11177610,22/07/2017 19:34:09,22/07/2017 19:35:53,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
32893182,7107351,04/04/2017 19:24:10,04/04/2017 19:29:13,1,0,0,0,0,0.1,0,PRODUCT,Boissons chaudes,Thé,IN_PROGRESS,,,,Hot drinks,Tea
