id_order,id_store,id_waiter,id_device,date_opened,date_closed,dim_status,dim_source,m_nb_customer,m_cached_payed,m_cached_price,time,meal_types,store_date_created,dim_zipcode,dim_country,dim_currency
116809466,8291,17650.0,15758.0,2020-02-06 11:41:41,2020-02-06 11:42:05,CLOSED,Tiller order,1,10.9,10.9,11:41:41,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
100529424,8291,16823.0,15747.0,2019-10-29 12:23:08,2019-10-29 12:23:36,CLOSED,Tiller iPAD,1,15.2,15.2,12:23:08,Lunch,2018-11-12 08:28:37,75008,FR,EUR
68902523,8291,16823.0,15758.0,2019-04-19 11:02:57,2019-04-19 11:04:49,CLOSED,Tiller iPAD,1,17.7,17.7,11:02:57,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
141205648,8291,16823.0,15760.0,2020-09-08 11:00:22,2020-09-08 11:00:51,CLOSED,Tiller order,1,15.9,15.9,11:00:22,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
58860448,8291,16823.0,15747.0,2019-02-08 12:32:24,2019-02-08 12:33:59,CLOSED,Tiller iPAD,1,28.7,28.7,12:32:24,Lunch,2018-11-12 08:28:37,75008,FR,EUR
145108341,8291,26319.0,15760.0,2020-10-02 11:06:05,2020-10-02 11:06:40,CLOSED,Tiller order,1,16.5,16.5,11:06:05,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
145556921,8291,17650.0,15758.0,2020-10-05 11:25:05,2020-10-05 11:25:11,CLOSED,Tiller order,1,10.9,10.9,11:25:05,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
53352184,8291,16823.0,15747.0,2018-12-21 11:48:45,2018-12-21 11:50:24,CLOSED,Tiller iPAD,1,10.9,10.9,11:48:45,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
82659133,8291,16823.0,15747.0,2019-07-15 10:46:29,2019-07-15 10:46:36,CLOSED,Tiller iPAD,1,9.9,9.9,10:46:29,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
120861581,8291,16823.0,15760.0,2020-02-28 12:10:08,2020-02-28 12:10:17,CLOSED,Tiller order,1,17.5,17.5,12:10:08,Lunch,2018-11-12 08:28:37,75008,FR,EUR
54603596,8291,16823.0,15747.0,2019-01-04 12:58:33,2019-01-04 12:59:26,CLOSED,Tiller iPAD,1,8.3,8.3,12:58:33,Lunch,2018-11-12 08:28:37,75008,FR,EUR
55104039,8291,16823.0,15747.0,2019-01-09 11:07:48,2019-01-09 11:08:11,CLOSED,Tiller iPAD,1,10.9,10.9,11:07:48,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
122653439,8291,17650.0,15758.0,2020-03-09 11:43:59,2020-03-09 11:45:22,CLOSED,Tiller order,1,9.9,9.9,11:43:59,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
86290378,8291,16823.0,15747.0,2019-08-06 10:54:32,2019-08-06 10:54:59,CLOSED,Tiller iPAD,1,15.2,15.2,10:54:32,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
142390460,8291,16823.0,15760.0,2020-09-15 10:26:16,2020-09-15 10:26:43,CLOSED,Tiller order,1,16.5,16.5,10:26:16,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
89630305,8291,16823.0,15747.0,2019-08-29 11:21:57,2019-08-29 11:22:32,CLOSED,Tiller iPAD,1,13.3,13.3,11:21:57,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
105501554,8291,16823.0,15747.0,2019-11-28 11:08:03,2019-11-28 11:08:15,CLOSED,Tiller iPAD,1,9.81,9.81,11:08:03,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
144970505,8291,26319.0,15760.0,2020-10-01 13:05:46,2020-10-01 13:06:16,CLOSED,Tiller order,1,8.8,8.8,13:05:46,Lunch,2018-11-12 08:28:37,75008,FR,EUR
64118864,8291,16823.0,15747.0,2019-03-18 13:12:06,2019-03-18 13:12:37,CLOSED,Tiller iPAD,1,9.8,9.8,13:12:06,Lunch,2018-11-12 08:28:37,75008,FR,EUR
54907380,8291,16823.0,15747.0,2019-01-07 11:49:02,2019-01-07 11:49:43,CLOSED,Tiller iPAD,1,7.8,7.8,11:49:02,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
70885180,8291,16823.0,15747.0,2019-05-03 11:21:12,2019-05-03 11:22:09,CLOSED,Tiller iPAD,1,10.9,10.9,11:21:12,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
96622998,8291,16823.0,15747.0,2019-10-07 10:13:36,2019-10-07 10:14:26,CLOSED,Tiller iPAD,1,26.0,26.0,10:13:36,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
80568528,8291,16823.0,15747.0,2019-07-03 13:18:24,2019-07-03 13:18:36,CLOSED,Tiller iPAD,1,3.3,3.3,13:18:24,Lunch,2018-11-12 08:28:37,75008,FR,EUR
80707241,8291,16823.0,15747.0,2019-07-04 10:35:56,2019-07-04 10:36:24,CLOSED,Tiller iPAD,1,15.2,15.2,10:35:56,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
81573178,8291,16823.0,15747.0,2019-07-09 10:30:49,2019-07-09 10:30:56,CLOSED,Tiller iPAD,1,5.7,5.7,10:30:49,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
66750339,8291,16823.0,15747.0,2019-04-05 11:23:12,2019-04-05 11:23:41,CLOSED,Tiller iPAD,1,16.3,16.3,11:23:12,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
68400162,8291,16823.0,15747.0,2019-04-16 10:51:13,2019-04-16 10:51:31,CLOSED,Tiller iPAD,1,9.9,9.9,10:51:13,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
123126070,8291,17650.0,15758.0,2020-03-12 11:09:35,2020-03-12 11:09:50,CLOSED,Tiller order,1,10.9,10.9,11:09:35,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
105743578,8291,16823.0,15747.0,2019-11-29 12:37:29,2019-11-29 12:38:04,CLOSED,Tiller iPAD,1,15.2,15.2,12:37:29,Lunch,2018-11-12 08:28:37,75008,FR,EUR
126701579,8291,16823.0,15760.0,2020-06-03 10:54:27,2020-06-03 10:54:51,CLOSED,Tiller order,1,13.4,13.4,10:54:27,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
144643805,8291,17650.0,15758.0,2020-09-29 11:43:25,2020-09-29 11:43:45,CLOSED,Tiller order,1,14.9,14.9,11:43:25,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
145552927,8291,26319.0,15760.0,2020-10-05 11:12:16,2020-10-05 11:12:59,CLOSED,Tiller order,1,13.7,13.7,11:12:16,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
50639223,8291,16823.0,15747.0,2018-11-29 12:10:01,2018-11-29 16:18:34,CLOSED,Tiller iPAD,1,8.9,8.9,12:10:01,Lunch,2018-11-12 08:28:37,75008,FR,EUR
52200722,8291,16823.0,15747.0,2018-12-10 11:18:16,2018-12-10 11:18:41,CLOSED,Tiller iPAD,1,8.9,8.9,11:18:16,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
116436078,8291,17650.0,15758.0,2020-02-04 11:18:08,2020-02-04 11:18:28,CLOSED,Tiller order,1,10.9,10.9,11:18:08,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
116632272,8291,16823.0,15760.0,2020-02-05 11:56:26,2020-02-05 11:56:41,CLOSED,Tiller order,1,10.9,10.9,11:56:26,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
97364733,8291,16823.0,15747.0,2019-10-11 11:06:38,2019-10-11 11:06:53,CLOSED,Tiller iPAD,1,10.9,10.9,11:06:38,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
66436202,8291,16823.0,15747.0,2019-04-03 11:32:30,2019-04-03 11:32:53,CLOSED,Tiller iPAD,1,9.9,9.9,11:32:30,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
82792234,8291,16823.0,15747.0,2019-07-16 10:13:27,2019-07-16 10:13:44,CLOSED,Tiller iPAD,1,15.2,15.2,10:13:27,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
99844363,8291,16823.0,15747.0,2019-10-25 11:42:27,2019-10-25 11:44:33,CLOSED,Tiller iPAD,1,10.9,10.9,11:42:27,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
120159606,8291,16823.0,15760.0,2020-02-24 12:21:16,2020-02-24 12:21:28,CLOSED,Tiller order,1,10.9,10.9,12:21:16,Lunch,2018-11-12 08:28:37,75008,FR,EUR
141557662,8291,16823.0,15760.0,2020-09-10 11:11:45,2020-09-10 11:11:51,CLOSED,Tiller order,1,10.9,10.9,11:11:45,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
86764288,8291,16823.0,15747.0,2019-08-09 10:38:48,2019-08-09 10:38:59,CLOSED,Tiller iPAD,1,8.3,8.3,10:38:48,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
115061250,8291,16823.0,15760.0,2020-01-27 11:30:47,2020-01-27 11:31:00,CLOSED,Tiller order,1,14.4,14.4,11:30:47,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
115359136,8291,16823.0,15760.0,2020-01-29 11:12:57,2020-01-29 11:13:11,CLOSED,Tiller order,1,9.2,9.2,11:12:57,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
66271216,8291,16823.0,15747.0,2019-04-02 10:33:26,2019-04-02 10:33:42,CLOSED,Tiller iPAD,1,9.9,9.9,10:33:26,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
54897107,8291,16823.0,15747.0,2019-01-07 11:16:57,2019-01-07 11:17:56,CLOSED,Tiller iPAD,1,12.42,12.42,11:16:57,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
89443138,8291,16823.0,15747.0,2019-08-28 11:05:55,2019-08-28 11:06:16,CLOSED,Tiller iPAD,1,9.9,9.9,11:05:55,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
89598784,8291,16823.0,15747.0,2019-08-29 10:13:29,2019-08-29 10:13:56,CLOSED,Tiller iPAD,1,11.7,11.7,10:13:29,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
131995758,8291,16823.0,15760.0,2020-07-09 14:02:14,2020-07-09 14:02:24,CLOSED,Tiller order,1,3.8,3.8,14:02:14,Lunch,2018-11-12 08:28:37,75008,FR,EUR
79044824,8291,16823.0,15747.0,2019-06-24 11:28:19,2019-06-24 11:29:00,CLOSED,Tiller iPAD,1,4.1,4.1,11:28:19,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
49170536,8291,16823.0,15747.0,2018-11-16 12:22:02,2018-11-16 12:22:24,CLOSED,Tiller iPAD,1,10.9,10.9,12:22:02,Lunch,2018-11-12 08:28:37,75008,FR,EUR
95390226,8291,16823.0,15747.0,2019-09-30 11:19:16,2019-09-30 11:19:40,CLOSED,Tiller iPAD,1,9.9,9.9,11:19:16,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
65110790,8291,16823.0,15747.0,2019-03-25 12:08:17,2019-03-25 12:08:25,CLOSED,Tiller iPAD,1,5.1,5.1,12:08:17,Lunch,2018-11-12 08:28:37,75008,FR,EUR
115187005,8291,16823.0,15760.0,2020-01-28 10:57:28,2020-01-28 10:57:42,CLOSED,Tiller order,1,15.5,15.5,10:57:28,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
80551442,8291,16823.0,15747.0,2019-07-03 11:49:14,2019-07-03 11:49:24,CLOSED,Tiller iPAD,1,9.9,9.9,11:49:14,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
97146838,8291,16823.0,15747.0,2019-10-10 10:42:49,2019-10-10 10:43:19,CLOSED,Tiller iPAD,1,16.5,16.5,10:42:49,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
83386242,8291,16823.0,15747.0,2019-07-19 11:21:42,2019-07-19 11:22:12,CLOSED,Tiller iPAD,1,14.2,14.2,11:21:42,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
84398970,8291,16823.0,15747.0,2019-07-25 12:15:20,2019-07-25 12:18:30,CLOSED,Tiller iPAD,1,9.2,9.2,12:15:20,Lunch,2018-11-12 08:28:37,75008,FR,EUR
101799883,8291,17650.0,15747.0,2019-11-06 11:13:14,2019-11-06 11:13:36,CLOSED,Tiller iPAD,1,18.7,18.7,11:13:14,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
56099160,8291,16823.0,15747.0,2019-01-17 12:01:39,2019-01-17 12:02:21,CLOSED,Tiller iPAD,1,11.2,11.2,12:01:39,Lunch,2018-11-12 08:28:37,75008,FR,EUR
59356178,8291,16823.0,15747.0,2019-02-12 11:55:28,2019-02-12 11:56:10,CLOSED,Tiller iPAD,1,11.9,11.9,11:55:28,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
64662815,8291,16823.0,15747.0,2019-03-22 11:58:26,2019-03-22 11:59:11,CLOSED,Tiller iPAD,1,16.3,16.3,11:58:26,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
116288941,8291,16823.0,15760.0,2020-02-03 11:10:45,2020-02-03 11:11:06,CLOSED,Tiller order,1,10.9,10.9,11:10:45,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
118885423,8291,17650.0,15758.0,2020-02-17 12:28:59,2020-02-17 12:29:19,CLOSED,Tiller order,1,9.9,9.9,12:28:59,Lunch,2018-11-12 08:28:37,75008,FR,EUR
121557991,8291,16823.0,15760.0,2020-03-03 12:18:31,2020-03-03 12:18:44,CLOSED,Tiller order,1,10.9,10.9,12:18:31,Lunch,2018-11-12 08:28:37,75008,FR,EUR
122959166,8291,16823.0,15760.0,2020-03-11 11:36:07,2020-03-11 11:36:17,CLOSED,Tiller order,1,10.9,10.9,11:36:07,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
144931859,8291,26319.0,15760.0,2020-10-01 10:44:32,2020-10-01 10:44:34,CLOSED,Tiller order,1,10.9,10.9,10:44:32,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
50386223,8291,16823.0,15747.0,2018-11-27 11:28:03,2018-11-27 15:08:35,CLOSED,Tiller iPAD,1,20.8,20.8,11:28:03,Breakfast,2018-11-12 08:28:37,75008,FR,EUR
79969209,351,461.0,128.0,2019-06-29 17:03:54,2019-06-29 18:22:21,CLOSED,Tiller iPAD,4,128.0,128.0,17:03:54,Lunch,2015-07-25 11:51:52,75002,FR,EUR
50454421,351,461.0,128.0,2018-11-27 19:17:04,2018-11-27 21:18:41,CLOSED,Tiller iPAD,2,55.0,55.0,19:17:04,Dinner,2015-07-25 11:51:52,75002,FR,EUR
6653607,351,461.0,128.0,2017-03-21 10:38:44,2017-03-21 10:38:57,CLOSED,Tiller iPAD,1,45.0,45.0,10:38:44,Breakfast,2015-07-25 11:51:52,75002,FR,EUR
69642243,351,461.0,128.0,2019-04-24 18:54:11,2019-04-24 19:04:11,CLOSED,Tiller iPAD,9,306.5,306.5,18:54:11,Dinner,2015-07-25 11:51:52,75002,FR,EUR
10375847,351,461.0,128.0,2017-07-04 18:55:19,2017-07-04 20:22:39,CLOSED,Tiller iPAD,2,69.0,69.0,18:55:19,Dinner,2015-07-25 11:51:52,75002,FR,EUR
12945579,351,461.0,128.0,2017-09-06 17:11:45,2017-09-06 19:44:10,CLOSED,Tiller iPAD,2,30.5,30.5,17:11:45,Lunch,2015-07-25 11:51:52,75002,FR,EUR
13051458,351,461.0,128.0,2017-09-08 17:57:11,2017-09-08 21:22:22,CLOSED,Tiller iPAD,3,126.5,126.5,17:57:11,Lunch,2015-07-25 11:51:52,75002,FR,EUR
5641241,351,461.0,128.0,2017-02-10 20:07:45,2017-02-10 21:19:57,CLOSED,Tiller iPAD,2,44.0,44.0,20:07:45,Dinner,2015-07-25 11:51:52,75002,FR,EUR
63734548,351,461.0,128.0,2019-03-15 18:03:27,2019-03-15 21:44:33,CLOSED,Tiller iPAD,2,95.6,95.6,18:03:27,Dinner,2015-07-25 11:51:52,75002,FR,EUR
2699378,351,461.0,128.0,2016-09-10 18:36:52,2016-09-10 19:53:57,CLOSED,Tiller iPAD,5,154.5,154.5,18:36:52,Dinner,2015-07-25 11:51:52,75002,FR,EUR
5342027,351,461.0,128.0,2017-01-28 21:29:58,2017-01-28 22:32:55,CLOSED,Tiller iPAD,5,112.0,112.0,21:29:58,Dinner,2015-07-25 11:51:52,75002,FR,EUR
25155837,351,461.0,128.0,2018-04-04 20:15:47,2018-04-04 22:04:59,CLOSED,Tiller iPAD,2,95.4,95.4,20:15:47,Dinner,2015-07-25 11:51:52,75002,FR,EUR
58503421,351,461.0,128.0,2019-02-05 20:18:27,2019-02-05 20:27:09,CLOSED,Tiller iPAD,2,75.1,75.1,20:18:27,Dinner,2015-07-25 11:51:52,75002,FR,EUR
3982442,351,461.0,128.0,2016-11-23 19:13:10,2016-11-23 21:04:00,CLOSED,Tiller iPAD,2,60.5,60.5,19:13:10,Dinner,2015-07-25 11:51:52,75002,FR,EUR
21863189,351,461.0,128.0,2018-02-21 20:06:58,2018-02-21 21:47:26,CLOSED,Tiller iPAD,2,63.0,63.0,20:06:58,Dinner,2015-07-25 11:51:52,75002,FR,EUR
83024187,351,461.0,128.0,2019-07-17 12:31:36,2019-07-17 12:43:43,CLOSED,Tiller iPAD,1,70.0,70.0,12:31:36,Lunch,2015-07-25 11:51:52,75002,FR,EUR
20174512,351,461.0,128.0,2018-01-27 22:32:55,2018-01-27 23:16:00,CLOSED,Tiller iPAD,4,73.0,73.0,22:32:55,Dinner,2015-07-25 11:51:52,75002,FR,EUR
20935988,351,461.0,128.0,2018-02-08 22:29:12,2018-02-08 22:51:03,CLOSED,Tiller iPAD,5,106.0,106.0,22:29:12,Dinner,2015-07-25 11:51:52,75002,FR,EUR
96568828,351,461.0,128.0,2019-10-06 18:00:25,2019-10-06 19:52:40,CLOSED,Tiller iPAD,3,51.5,51.5,18:00:25,Dinner,2015-07-25 11:51:52,75002,FR,EUR
4735647,351,461.0,128.0,2016-12-30 22:15:29,2016-12-30 22:22:27,CLOSED,Tiller iPAD,1,45.0,45.0,22:15:29,Dinner,2015-07-25 11:51:52,75002,FR,EUR
96937343,351,461.0,128.0,2019-10-09 08:56:43,2019-10-09 08:57:50,CLOSED,Tiller iPAD,1,32.0,32.0,08:56:43,Breakfast,2015-07-25 11:51:52,75002,FR,EUR
85626521,351,461.0,128.0,2019-08-01 21:04:11,2019-08-01 21:21:01,CLOSED,Tiller iPAD,2,60.0,60.0,21:04:11,Dinner,2015-07-25 11:51:52,75002,FR,EUR
23034275,351,461.0,128.0,2018-03-09 19:51:40,2018-03-09 19:52:57,CLOSED,Tiller iPAD,0,21.3,21.3,19:51:40,Dinner,2015-07-25 11:51:52,75002,FR,EUR
3155959,351,461.0,128.0,2016-10-07 22:25:26,2016-10-07 22:47:25,CLOSED,Tiller iPAD,1,12.9,12.9,22:25:26,Dinner,2015-07-25 11:51:52,75002,FR,EUR
66661919,351,461.0,128.0,2019-04-04 19:21:30,2019-04-04 22:00:33,CLOSED,Tiller iPAD,2,72.0,72.0,19:21:30,Dinner,2015-07-25 11:51:52,75002,FR,EUR
25801902,351,461.0,128.0,2018-04-11 18:55:27,2018-04-11 20:06:24,CLOSED,Tiller iPAD,1,31.5,31.5,18:55:27,Dinner,2015-07-25 11:51:52,75002,FR,EUR
11027335,351,461.0,128.0,2017-07-19 18:00:52,2017-07-19 19:39:40,CLOSED,Tiller iPAD,2,33.0,33.0,18:00:52,Dinner,2015-07-25 11:51:52,75002,FR,EUR
89694325,351,461.0,128.0,2019-08-29 17:02:18,2019-08-29 19:43:45,CLOSED,Tiller iPAD,2,50.0,50.0,17:02:18,Lunch,2015-07-25 11:51:52,75002,FR,EUR
1436794,351,461.0,128.0,2016-06-02 11:45:52,2016-06-02 12:24:05,CLOSED,Tiller iPAD,2,47.0,47.0,11:45:52,Breakfast,2015-07-25 11:51:52,75002,FR,EUR
49208645,6008,10990.0,11065.0,2018-11-16 16:43:54,2018-11-16 16:56:15,CLOSED,Tiller iPAD,1,9.9,9.9,16:43:54,Lunch,2018-02-19 11:58:54,75016,FR,EUR
